@relation _home_wattams_temp_raib-scrape_data_txt_.

@attribute text string
@attribute filename string
@attribute @@class@@ {'Heavy rail','Heritage railways','Heavy rail and 1 others',Metros,'Heavy rail and 2 others','Light rail'}

@data
'\n  On 10 April 2011, at around 12:30 hrs, a cardan shaft fell from an empty class 142 passenger train travelling through Durham station at 75 mph (120 km/h). The train ran for a distance of approximately 2 miles (3.2 km) before being stopped. A member of the public standing on a platform suffered a minor injury from ballast thrown up as the cardan shaft fell onto the track; the train suffered damage, including loss of diesel fuel.\n\nThe immediate cause of the detachment was the complete fracture of a final drive input shaft. The input shaft fractured because a seized input bearing generated a large amount of frictional heat between the shaft and bearing. The input shaft was locally heated to a temperature at which its strength was reduced so that it could no longer carry its normal loading.\n\nRAIB established that the seizure of the bearing was due to the setup of the bearings during overhaul which resulted in a lack of end float in the bearings when in operation. The final drive failure was not detected by the checks which were in place to identify the onset of such failures. The detached cardan shaft was not retained by its safety loops.\n\nRAIB has made six recommendations to Northern Rail and owners of class 14x vehicles. Two recommendations relate to reviewing the end float and alignment requirements for the class 14x final drives and ensuring that any changes to the setup of safety critical components are validated. One recommendation covers the detection of impending final drive failures. The fourth recommendation relates to the final drive post-overhaul testing and the fifth covers the provision of key design information to overhaul and maintenance contractors. The final recommendation relates to the completion of the review work associated with the events in the immediate aftermath of the accident.\n\nR122012-120702-Durham.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Durham\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/detachment_of_a_cardan_shaft_at_durham_station.txt','Heavy rail'
'\n  On Monday 01 May 2006 a train passed over Crofton Old Station No.1 level crossing whilst the crossing gates were open to the road. The gates had been open for approximately two minutes prior to the arrival of the train and a car had used the crossing around a minute before the train passed over the crossing.\n\nOn Thursday 18 May 2006 a train passed over the same level crossing while one crossing gate was open to the road. At the time the train passed, the crossing keeper was attempting to close the gates to the road.\n\nThere were no injuries or damage caused in either incident.\n\nThe immediate cause of both incidents was that the signal protecting the level crossing showed clear aspect for the passage of trains whilst the level crossing gates were open to the road. Two causal factors were the lack of interlocking between the signals and the level crossing’s gates, and human error in failing to follow the procedure for working the crossing. The report also identified four contributory factors to the incidents.\n\nRAIB has made six recommendations aimed at:\n\n\n  provision of interlocking at Crofton No 1 Level Crossing (already carried out by Network Rail);\n  assessment of risk at Crofton No 1 Level Crossing, and at other similar crossings nationwide;\n  standards for level crossings; and\n  ensuring that the requirements of level crossing orders are complied with.\n\n\nR162007-070529-Crofton.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.  \n\n\nRAIB recommendation response for Crofton Old station\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/two_near_misses_at_crofton_old_station_no_1_level_crossing.txt','Heavy rail'
'\n  At 20:55 hrs on Sunday 6 June 2010, the 18:20 hrs train from Glasgow Queen Street to Oban struck a boulder that had fallen onto the track just west of the station at Falls of Cruachan, in the Pass of Brander, on the line from Crianlarich to Oban. The boulder lifted up the front coach of the two-coach train and derailed it to the left and down an embankment. The leading bogie of the rear coach came to a stand supported by the boulder with the rear bogie still on the track.\n\nOf the 64 passengers and three crew on the train, eight of the passengers were taken to hospital with minor injuries.\n\nThe boulder had fallen down the cutting slope onto the railway from within the railway boundary. It had become insecure due to the growth of tree roots around it, which gradually prised it from its stable position, and soil erosion from normal rainfall. Network Rail’s earthworks management system applied to cutting slopes had not identified the hazard of loose boulders in the area that the accident occurred.\n\nRAIB has made five recommendations to Network Rail relating to the management of earthworks. These include:\n\n\n  improving the clearance of vegetation growing on earthworks so that hazards to the safety of railway operation can be identified\n  improvements to the collection of slope data so that a full appreciation of the condition of slopes is obtained\n  improvements to the process for the implementation of remediation works to prevent future earthworks failures.\n\n\nA further recommendation has been made relating to the prevention of lighting diffusers and other saloon panels on rolling stock becoming displaced during accidents.\n\nR112011-110714-Falls-of-Cruachan.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Falls of Cruachan\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/accident_at_falls_of_cruachan_argyll.txt','Heavy rail'
'\n  At 10:13 hrs on 19 December 2008, a shipping container, which was loaded on a freight train travelling from Wakefield Europort to Eastleigh, struck the canopy above platform one at Basingstoke station at about 25 mph (40 km/h)as the train passed through. The canopy was damaged over a length of 130 m, and pieces of wood were scattered along the platform. No-one was hurt.\n\nThe immediate cause of the incident was that the combination of the container and the type of wagon it had been loaded onto was too high for the route on which the train was travelling, allowing the left-hand top corner of the container to strike the canopy.\n\nThe system for identifying container types and container / wagon combinations was prone to human error, in that:\n\n\n  the container and wagon combination involved was not permitted on the route the train took\n  incorrect information about the container was recorded by the train preparer at Wakefield, who did not correctly identify during his train examination the container type was incorrect for that particular wagon and route\n  the decision of staff at Southampton to change the type code of the container on the computer system without checking with the Wakefield terminal\n  the gauge to identify over-size trains at Wakefield was not operational.\n\n\nAs a consequence of this accident, the RAIB has made three recommendations, all targeted at DB Schenker, the operator of the train. These cover the following areas:\n\n\n  a review of the activities at its terminals, to introduce systems to minimise the incidence of out-of-gauge loads\n  examination of the feasibility of revising the container storage and handling arrangements at Wakefield Europort to reduce the likelihood of confusion between different box sizes\n  in co-operation with other system users as appropriate, requesting that the computer system that controls container movements be revised to highlight alert messages that may be safety critical\n\n\nR212009-090812-Basingstoke.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Basingstoke\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/incident_at_basingstoke_station.txt','Heavy rail'
'\n  In response to six landslips which occurred on Network Rail infrastructure between June 2012 and February 2013, RAIB has undertaken a class investigation into earthwork issues related to land neighbouring the railway and to risk management during adverse weather. The landslips occurred at Loch Treig (near Tulloch) on 28 June 2012, at Falls of Cruachan (on the line to Oban) on 18 July 2012, at Rosyth (near Edinburgh) on 18 July 2012, at St Bees (Cumbria) on 30 August 2012, at Bargoed (South Wales) on 30 January 2013 and at Hatfield Colliery (South Yorkshire) on 11 February 2013.\n\nThe landslips were caused by factors including heavy rain, absent or ineffective drainage and activities undertaken, or not undertaken, on neighbouring land. In several instances trains were being operated without special precautions when there was a significant risk of encountering a landslip.\n\nMany of Network Rail’s earthworks were constructed with steeper slopes (and therefore a greater likelihood of landslips) than would be achieved with modern design procedures. Network Rail’s on-going earthwork improvement programme is unlikely to achieve modern criteria in the foreseeable future.\n\nNetwork Rail’s process for managing the resulting earthwork risk includes consideration of risk arising outside the railway boundary. RAIB has found that, in some circumstances, key information provided by specialist staff examining earthworks is not considered when the slope management strategy is determined during evaluation. There is a lack of clarity about who should be carrying out visual checks for risks which can develop on neighbouring land between examinations which take place at intervals of up to ten years. The mandated process for collecting information about neighbouring land is, in parts, difficult to implement and not usually followed. Recent technological developments could offer means of improving the collection of this information.\n\nThe location and timing of landslips is difficult to predict but they are almost always triggered by relatively high rainfall. When the landslips described in this report took place, Network Rail’s adverse weather risk management process used forecasts of heavy rainfall to implement special precautions at locations where landslips were considered relatively likely. During the investigation, Network Rail has introduced a new process which also takes account of ground saturation and (in addition to likelihood) the possible consequence of a landslip.\n\nThe RAIB has made five recommendations, addressed to Network Rail, relating to improving management of earthwork and drainage risk arising from neighbouring land; considering all information provided by examiners when undertaking evaluations; and enhancing the new adverse weather risk management process.\n\nR082014-140402-Landslips.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for landslips \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/class_investigation_into_landslips.txt','Heavy rail'
'\n  On 1 August 2015 at about 11:11 hrs, a freight train travelling within a work site collided with the rear of a stationary freight train at 28 mph (45 km/h).\n\nEngineering staff had authorised the driver of the moving freight train to enter the work site at New Cumnock station, travel about 3 miles (4.8 km) to the start of a track renewal site, and bring the train to a stand behind the stationary train.\n\nThere were no injuries but the locomotive and seven wagons from the moving train and eleven wagons from the stationary train were derailed; the locomotive and derailed wagons were damaged. One wagon came to rest across a minor road. There was also substantial damage to the track on both railway lines.\n\nThe immediate cause was that the moving train was travelling too fast to stop short of the rear of the stationary train when its driver first sighted the train ahead. This was due to a combination of the train movement in the work site not taking place at the default speed of 5 mph (8 km/h) or at caution, as required by railway rules, and the driver of the moving train believing that the stationary train was further away than it actually was.\n\nAn underlying cause was that drivers often do not comply with the rules that require movements within a work site to be made at a speed of no greater than 5 mph (8 km/h) or at caution.\n\nAs a consequence of this investigation, RAIB has made four recommendations addressed to freight operating companies.\n\nOne relates to the monitoring of drivers when they are driving trains within possessions and work sites.\n\nTwo recommendations relate to implementing a method of formally recording information briefed to drivers about making train movements in possessions and work sites.\n\nA further recommendation relates to investigating the practicalities of driving freight trains in possessions and work sites for long distances at a speed of 5 mph (8 km/h) or at other slow speeds, and taking action to address any identified issues.\n\nRAIB has also identified three learning points including:\n\n\n  the importance of providing drivers with all of the information they need to carry out movements in possessions and work sites safely\n  a reminder to provide drivers (before they start a driving duty) with information about how and when they will be relieved\n  the importance of engineering staff giving instructions to drivers through a face to face conversation when it is safe and practicable to do so.\n\n\nR132016_160713_Logan\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/freight_train_collision_near_logan.txt','Heavy rail'
'\n  \nAt the time of the accident, a group of \nsignal maintenance staff were working on these points. \n\n081113-B032008.pdf (196.92 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/freight_train_derailed_in_july_2008.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a derailment of a passenger train at Dingwall\n\n100930-B112010-Dingwall.pdf (411.74 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_dingwall_scotland_22_january_2010.txt','Heavy rail'
'\n  At approximately 19:27 hrs on 19 March 2012, train 6Y33 was approaching Blatchbridge Junction, near Frome in Somerset. The train was made up of a number of engineering vehicles including a track renewal unit (known as a P95 machine). Part of the P95 machine included two control cabs, which were attached to an overhead supporting beam. One of these cabs, weighing around 1.25 tonnes, became detached from the overhead beam and fell to the track below (a distance of around 450 mm).\n\nThe unsecured control cab remained loosely connected to its vehicle by electrical control cables and an air brake hose. These helped to guide the control cab in a relatively straight line as it slid along the top of the rails beneath the train, until the train stopped around 1 ½ miles further on. A foot crossing was damaged as the control cab slid along the rails. The control cab itself was significantly damaged and was rebuilt following the incident.\n\nThe incident occurred because all eight bolts securing the control cab broke. The bolts broke due to a combination of factors, including:\n\n\n  When the P95 machine was in its working mode (moving at less than walking pace) the bolts securing the cab experienced very high stress for very short periods. This cycle of strain events occurred several times each shift and caused fatigue in the bolts.  \n  The fatigue strength of the bolts was reduced by the presence of corrosion on the bolts. The design of the bolt mounting arrangement allowed moisture to reach the bolts.\n  Some of the bolts had broken before the incident and maintenance of the P95 had not identified this because the maintenance instructions were not clear and lacked technical detail.  \n  It is possible that a previous incident adversely affected the fatigue performance of some of the bolts securing the control cab. Other bolts may have been affected by the uneven change in load.  \n  Following the previous incident the bolts were not inspected because it was believed damage to the control cab was only superficial and the maintenance instructions did not indicate that the bolts needed to be removed for inspection following an incident directly affecting the control cab.\n\n\nThe RAIB has made seven recommendations. Four are addressed to Network Rail (three of which require working with AmeyColas, the operator and maintainer of the P95) and three recommendations are addressed to Matisa (UK) Ltd who represent the vehicle manufacturer.\n\nR152013-130912-Blatchbridge-Junction.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nResponse to recommendations for Blatchbridge Junction\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/dangerous_occurrence_at_blatchbridge_junction.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a passenger train departing with all doors open on one side. \n\n100507-B052010-Liverpool-Street.pdf (206.17 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/train_door_incident_at_liverpool_street_london_4_februrary_2010.txt','Heavy rail'
'\n  On 6 April 2011, an assistant track section manager (ATSM) employed by Network Rail discovered a structure (Bridge 94, on the main line between Birmingham and Gloucester) supporting the track which he believed to be collapsing. He was on site to check a hole in the ballast under sleepers on the down main line, first identified during a routine track inspection eight days previously, which had reappeared despite being filled with clean ballast.\n\nThe ATSM arranged for track maintenance staff to attend site during the evening to monitor the track. They discovered that ballast was falling into a watercourse under each passing train, and reported the failure to Network Rail’s fault control. Staff on site arranged an emergency speed restriction, followed by the diversion of trains onto other lines to bypass the failing structure. There were no injuries, but severe disruption continued until after emergency repairs were complete 36 hours later.\n\nNobody had inspected the part of the structure where the failure occurred since 2001 because neither Railtrack/Network Rail nor their structures examination contractor recognised the need for staff who were trained and equipped to enter a confined space to examine this structure. Consequently the condition of the part of the structure supporting the track was unknown.\n\nRAIB has identified one learning point from this incident: the importance of undertaking reconnaissance visits as an integral part of the planning process for detailed examinations.\n\nRAIB has also made recommendations to Network Rail that focus on improving the awareness of structures which are not easily visible from track level, and improving the structures examination regime.\n\nR052012-120322-Bromsgrove.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Bromsgrove\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/partial_failure_of_railway_bridge_94_bromsgrove.txt','Heavy rail'
'\n  Following the fatal accident at Halkirk automatic open level crossing, Caithness, on 29 September 2009, RAIB decided to carry out two separate investigations. The first of these was into the Halkirk accident, while the second was to investigate the more general safety issues associated with automatic open level crossings installed on Network Rail’s managed infrastructure. This report addresses the more general safety issues.\n\nRAIB’s investigation confirmed that automatic open level crossings, which are protected only by road traffic light signals, and have no barriers, are the highest risk form of level crossing for vehicle drivers on public roads, and some of them have a significant history of incidents and accidents.\n\nThe investigation found that the lack of barriers at automatic open level crossings is the most significant factor contributing to vehicle drivers passing the road traffic light signals when they are operating, either deliberately or as a genuine error. RAIB considers that the crossings with the highest risk of collision between trains and road vehicles should be upgraded, probably by fitting half barriers, but there may be other means which deliver an equivalent or better level of safety (eg closure).\n\nThe high cost of new level crossings is a reason why it can be difficult to justify upgrading existing crossings based on a cost benefit analysis. However, a system is being developed to retro-fit half barriers to existing automatic open crossings at a much lower cost than that of a new crossing. If this initiative is successful, it will be easier to justify the upgrade of existing crossings. RAIB believes that this work should be prioritised accordingly.\n\nThe safety of level crossings can be improved by taking action against vehicle drivers who deliberately pass the flashing red lights. Where this behaviour is prevalent, red light enforcement equipment is a deterrent. RAIB believes that the development of fixed digital cameras and their installation at selected level crossings, particularly in combination with greater penalties, would be beneficial in improving safety and should be prioritised. \n\nThe identification of factors at each crossing that lead to deliberate risk taking behaviour or genuine errors would enable appropriate risk reduction measures to be implemented. RAIB believes that the existing risk assessments of automatic open level crossings should be reviewed to check whether all the relevant factors have been identified, and to determine whether additional mitigation measures are required.\n\nFinally, RAIB believes that Network Rail’s process covering the risk assessment of level crossings should include guidance to its staff on how to identify the relevant human factors, and take account of the associated risk, at specific level crossings in order to determine the adequacy of existing mitigation measures and the need for additional measures. This builds upon a similar recommendation RAIB made following its investigation of the Halkirk accident.\n\nR122011-110728-AOCLs-Class-Inv.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for AOCL class investigation\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/aocl_class_investigation.txt','Heavy rail'
'\n  During the evening of 19 December 2009, a wheelchair user suffered a near-miss with a train on Victory level crossing, near Taunton in Somerset.  One of the front wheels of his wheelchair became embedded in an area of ballast at the edge of the crossing, with part of the wheelchair obstructing the down line.\n\nShortly after this happened, a train approached on the down line and the wheelchair user was forced to pull himself out of the wheelchair, which was subsequently struck by the train.  The wheelchair user suffered minor injuries in the incident.\n\nThe immediate cause was that one of the front wheels of the wheelchair became stuck in an area of ballast in the south-west corner of the crossing.\n\nThe causal factors were: the non-application of asphalt to the full length of the south side of the crossing during the renewal work and that this uneven interface was not identified during a number of crossing inspections and risk assessments; it was dark at the time of the incident, which made it difficult for the wheelchair user to see the area of ballast in the corner of the crossing; and the skewed angle between the railway and the road, meant the wheelchair user was not able to follow a straight path at the side of the level crossing\n\nRAIB has made four recommendations to Network Rail concerning level crossing surfaces, level crossing inspections, minimising the hazards to users of small-wheeled vehicles on level crossings and the management of safety-related work at level crossings.\n\nR182010-101007-Victory.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Victory level crossing \n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/near-miss_on_victory_level_crossing.txt','Heavy rail'
'\n  On Wednesday 18 January the wagon of a freight train passing through York station ran derailed for approximately 250 metres. There were no injuries sustained as a result of this derailment, however it resulted in damage to the wagon and rail infrastructure.\n\nThe immediate cause of the incident was the collapse of the suspension at one wheel. The suspension collapse occurred because the maintenance regime did not detect the deterioration of a suspension component. There were also two other contributing factors.\n\nRAIB has made four recommendations as a result of its investigation. All of these are associated with the maintenance of wagons and suspension components.\n\nR212006-060114-York-Station.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB recommendation response for York station\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_york_station.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a passenger train derailed at Bognor Regis, West Sussex, on 14 November 2008.\n\n090218-B042009-Bognor-Regis.pdf (257.40 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/passenger_train_derailed_in_november_2008.txt','Heavy rail'
'\n  At around 04:21 hrs on 10 August 2012, an engineering machine used for maintaining track, known as a stoneblower, collided with a stationary engineering machine, at approximately 22 mph (35 km/h), near Arley, in Warwickshire. A member of staff on the stoneblower was treated in hospital for a minor injury. The stoneblower was badly damaged and deemed to be beyond economic repair.\n\nThe investigation found that when the stoneblower driver sighted the stationary machine he was driving too fast to avoid a collision. The driver’s speed was probably influenced by a number of factors which led him to expect that the line was clear. It is also possible that the driver was distracted immediately prior to the collision which caused him to be driving faster than he realised.\n\nIf planned arrangements for the engineering work had been followed the collision would not have occurred.\n\nAn underlying cause of this accident is the tendency of long worksites, in the absence of controls to keep engineering trains (including machines) apart, to increase the risk of collision.\n\nAlthough not a factor in this accident, it is observed that, for driving at night, the 40 mph (64 km/h) maximum speed of travel permitted in engineering worksites is incompatible with the braking and headlight capabilities of the type of engineering machine involved in the collision. The report observes a number of non-compliances with railway industry rules and company procedures during the management of the engineering work. There is also an observation on the difficulties of maintaining the necessary discipline in the driving cab, where mobile telephones are used for communications, to avoid distracting the driver.\n\nThe RAIB has made three recommendations to Network Rail. As part of its planned review of the management of engineering work, Network Rail should undertake a fundamental review of the fitness for purpose of the current arrangements and is pointed to a number of areas for potential inclusion in the review. Actions arising from the review should then be implemented. Measures to ensure that train drivers are given all the information they need to make movements safely and to address issues on the use of ntermediaries when conveying information to drivers, are also recommended. In addition, Network Rail is recommended to address a recurrence of specific behavioural issues at its Saltley depot, which the RAIB noted in a previous investigation.\n\nR122013-130808-Arley.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Arley\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_near_arley_warwickshire.txt','Heavy rail'
'\n  At about 14:15 hrs on 30 June 2015, a freight train, conveying 22 empty diesel fuel tank wagons, derailed on a track buckle near Langworth, Lincolnshire. The locomotive and the first ten wagons successfully ran over the buckle before the eleventh and the following nine wagons derailed. Four of these wagons overturned and one came to rest across the adjacent track. No-one was injured and there was no diesel fuel spillage. Extensive damage was caused to the train and to the infrastructure. \n\nThe investigation found that the track buckled on the hottest day of the year to date because the forces in the rails resulting from thermal expansion exceeded the ability of the ballast to restrain the track. The buckle started at a point where there was an existing misalignment in the track; a feature which reduced its resistance to buckling. The buckle increased under the train because its permitted speed was too fast for the vulnerable condition of the track and the rail temperature on the day. \n\nUnderlying the accident was a lack of appreciation of the vulnerability of the track to buckling. The under-resourcing of the maintenance team, leading to the continual reprioritisation of maintenance tasks, was also a possible underlying factor. \n\nAs a consequence of this investigation, RAIB has made four recommendations to Network Rail. The first is to enable improved assessments of the vulnerability of track to buckling on the basis of more accurate data about its ability to withstand thermal expansion. The second is to ensure a more consistent interpretation of risk factors is included in the calculation of rail temperatures at which mitigation measures, such as speed restrictions, should be applied. Two further recommendations relate to local resourcing for track maintenance and managerial oversight of the process of reprioritising or cancelling maintenance tasks. \n\nThe report has also identified two learning points. The first reinforces the importance of completing records of maintenance interventions that could affect the buckling strength of the rail and investigating any anomalous behaviour of the rail during those interventions. The second relates to checking the security of bolts on a type of switch assembly.\n\nR112016_160627_Langworth \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_near_langworth.txt','Heavy rail'
'\n  On 21 August 2006 a fire broke out in the load compartment of a lorry on an HGV shuttle train from the UK to France. The train was brought to a controlled stop 20.5km from the UK portal and all 34 people on board were evacuated without injury. The carrier wagon was structurally damaged, and there was some damage to the overhead line and the tunnel lining. Normal operation of services through the tunnel resumed the next afternoon.\n\nThe immediate cause of the accident was a fire in the load compartment of a lorry on the penultimate wagon of the HGV shuttle. A contributory factor was the difficulty in detecting a smouldering fire within the lorry’s load compartment. The report also identified several factors relating to the effectiveness of detection and surveillance in the terminal, and the effectiveness of the incident management.\n\nOverall, the incident was well-managed by staff on the train, by the controllers, and by the emergency services. However, RAIB has made sixteen detailed recommendations as a result of this incident. These are aimed at:\n\n\n  the loading and despatch processes for HGV shuttles\n  briefing and training of staff involved in implementing emergency procedures\n  possible enhancements to train, tunnel and control room equipment and services to facilitate incident handling \n  communications from the site to the Integrated Control Centre\n  arrangements for debriefing between all parties after an incident.\n\n\nR372007-071023-Channel-Tunnel.pdf\n\nR372007-071023-Channel-Tunnel(French).pdf     \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Channel Tunnel HGV fire\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/fire_in_the_channel_tunnel.txt','Heavy rail'
'\n  At about 11:40 hrs on 28 January 2012, a train struck and fatally injured a pedestrian who was using Johnson’s footpath crossing, in Bishop’s Stortford, Hertfordshire.\n\nThe pedestrian started to walk over the crossing as a train was approaching, despite warnings provided by a red miniature stop light and an audible alarm, and crossed into the path of the train. The investigation found that proposals from various bodies to close Johnson’s footpath crossing before 2007 had not been translated into action. In addition, Network Rail had not developed a proposal to install a footbridge to replace the crossing, after an analysis undertaken in 2007 had shown that the benefits of so doing would exceed the costs. Following a further cost-benefit analysis in 2010, a footbridge was in development and has since been installed; Johnson’s footpath crossing was closed on 1 August 2012.\n\nRAIB has made three recommendations to Network Rail, one of which requires consultation with RSSB. These relate to an investigation into ways to make cost-effective improvements to the conspicuity of miniature stop light indications, to possible improvements in the visibility of approaching trains at level crossings equipped with miniature stop lights and to a review of options which had previously been identified for reducing risk at level crossings.\n\nR272012-121213-Johnsons.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Johnson’s footpath crossing\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/fatal_accident_at_johnson’s_footpath_crossing.txt','Heavy rail'
'\n  At 17:52 hrs on 18 July 2011, a partially detached metal panel on a container train struck the cab of a passing track maintenance vehicle, smashing the side window.\n\nThe driver of the maintenance vehicle subsequently reported seeing a similar panel on the trackside, one mile further on. No-one was injured. The panels, approximately 2.5 m high by 1.0 m wide, were from two modified freight containers, which were fitted with power-generation equipment and were being exported overseas. The panels had covered two ventilation apertures in the container sides. They had been fitted as a temporary measure to help prevent water ingress during the sea voyage.\n\nThe cause of the accident was that screws securing the panels became loose during rail transit. This was initiated by a loss of the clamping force in the bolted joint because of the mechanical properties of a foam seal that was fitted.\n\nThe manufacturer had ensured that the containers were approved in accordance with the International Convention for Safe Containers (the regulatory regime used for assuring the structural safety of freight containers used internationally and transported by surface means). However, neither the convention nor the manufacturer required a structural assessment of this bolted joint.\n\nThe operational safeguards used to prevent unsuitable freight containers being carried on the railway relied on visual examination, and were therefore unable to identify the hidden structural defect.\n\nRAIB has made three recommendations to the Heath and Safety Executive. They are concerned with:\n\n\n  making the relevant freight container manufacturers, repairers, modifiers, users and approval bodies aware of the need to assess the structural integrity of such attachments\n  an amendment of the International Convention for Safe Containers.\n\n\nRAIB has also made a recommendation to the train operator regarding its processes for assuring the structural integrity of freight containers that it carries on the railway.\n\nR172012-120809-Althorpe-Park.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Althorpe Park\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/accident_near_althorpe_park.txt','Heavy rail'
